index,value
order1010,cheese
order1010,bakery
order1011,ice cream
order1011,dessert
order1011,milk
order1011,beer
order1011,soda
order1011,coffee
order1011,whipped/sour cream
order1012,sausage
order1012,vegetable
order1012,ice cream
order1012,salty snack
order1012,fruit
order1012,milk
order1012,cream
order1012,spices
order1012,butter
order1012,bread
order1012,soda
order1012,juice
order1012,cheese
order1012,whipped/sour cream
order1013,yogurt
order1013,chocolate
order1013,fruit
order1013,milk
order1013,rolls
order1013,beer
order1013,cocoa drinks
order1013,bottled water
order1013,whipped/sour cream
order1014,vegetable
order1014,pork
order1014,milk
order1014,eggs
order1014,cosmetics
order1014,herbs
order1014,juice
order1014,cheese
order1014,margarine
order1015,sausage
order1015,vegetable
order1015,detergent
order1015,fruit
order1015,milk
order1015,eggs
order1015,wine
order1015,softener
order1016,canned fish
order1016,dessert
order1016,milk
order1016,candles
order1016,beer
order1016,wine
order1016,soda
order1016,napkins
order1016,pastry
order1016,Instant food products
order1017,vegetable
order1017,detergent
order1017,salty snack
order1017,milk
order1017,sugar
order1017,ham
order1017,instant coffee
order1017,specialty bar
order1017,shopping bags
order1017,bread
order1017,soda
order1017,bottled water
order1017,juice
order1017,cheese
order1017,meat
order1018,vegetable
order1018,finished products
order1018,potted plants
order1018,chocolate
order1018,fruit
order1018,milk
order1018,berries
order1018,shopping bags
order1018,grapes
order1018,bread
order1018,juice
order1018,cheese
order1018,pastry
order1019,dessert
order1019,fruit
order1019,beer
order1019,wine
order1019,soda
order1019,bottled water
order1019,napkins
order1020,vegetable
order1020,yogurt
order1020,milk
order1020,eggs
order1020,shopping bags
order1020,dishes
order1020,onions
order1020,pastry
order1021,yogurt
order1021,fruit
order1021,bread
order1021,soda
order1021,newspapers
order1021,bottled water
order1021,cheese
order1021,candy
order1021,margarine
order1022,vegetable
order1022,chocolate
order1022,milk
order1022,beer
order1022,specialty bar
order1022,soda
order1022,cheese
order1022,meat
order1023,detergent
order1023,pork
order1023,fruit
order1023,milk
order1023,shopping bags
order1023,softener
order1023,napkins
order1023,whipped/sour cream
order1024,chocolate
order1024,frozen meals
order1024,butter
order1024,soda
order1024,juice
order1024,cheese
order1024,pastry
order1024,specialty bar
order1025,vegetable
order1025,detergent
order1025,milk
order1025,rolls
order1025,beer
order1025,frankfurter
order1025,butter
order1025,margarine
order1025,Instant food products
order1026,vegetable
order1026,ice cream
order1026,yogurt
order1026,fruit
order1026,sugar
order1026,eggs
order1026,bakery
order1026,shopping bags
order1026,cheese
order1026,whipped/sour cream
order1026,meat
order1027,vegetable
order1027,yogurt
order1027,fruit
order1027,berries
order1027,rolls
order1027,shopping bags
order1027,soda
order1027,cheese
order1028,vegetable
order1028,fruit
order1028,rolls
order1028,cat food
order1028,jam
order1028,grapes
order1028,pastry
order1029,yogurt
order1029,rolls
order1029,butter
order1029,soda
order1029,newspapers
order1029,bottled water
order1029,juice
order1029,cheese
order1030,fruit
order1030,frozen meals
order1030,rolls
order1030,butter
order1030,bread
order1030,juice
order1030,cheese
order1030,bakery
order1031,yogurt
order1031,fruit
order1031,milk
order1031,bread
order1031,cereals
order1031,pastry
order1031,curd
order1032,sausage
order1032,fruit
order1032,rolls
order1032,eggs
order1032,butter
order1032,soda
order1032,margarine
order1033,milk
order1033,sugar
order1033,beer
order1033,bread
order1033,pasta
order1033,soda
order1033,pastry
order1033,margarine
order1034,vegetable
order1034,sugar
order1034,milk
order1034,rolls
order1034,coffee
order1034,bottled water
order1034,juice
order1034,meat
order1035,sausage
order1035,vegetable
order1035,fruit
order1035,beer
order1035,cosmetics
order1035,margarine
order1035,whipped/sour cream
order1036,oil
order1036,cling film/bags
order1036,yogurt
order1036,milk
order1036,rolls
order1036,beef
order1036,eggs
order1036,house keeping products
order1036,misc. beverages
order1036,bread
order1036,cheese
order1036,curd
order1037,vegetable
order1037,dessert
order1037,turkey
order1037,yogurt
order1037,fruit
order1037,milk
order1037,beer
order1037,candy
order1037,bread
order1037,organic sausage
order1037,cheese
order1037,sauces
order1037,waffles
order1038,dessert
order1038,fruit
order1038,cookware
order1038,rolls
order1038,eggs
order1038,bread
order1038,cheese
order1038,pastry
order1038,candy
order1038,meat
order1039,vegetable
order1039,yogurt
order1039,fruit
order1039,milk
order1039,rolls
order1039,eggs
order1039,mustard
order1039,bottled water
order1039,cheese
order1039,margarine
order1040,vegetable
order1040,fruit
order1040,rolls
order1040,berries
order1040,soda
order1040,coffee
order1040,whipped/sour cream
order1040,bakery
order1041,oil
order1041,pork
order1041,fruit
order1041,shopping bags
order1041,soda
order1041,coffee
order1041,chicken
order1041,whipped/sour cream
order1042,sausage
order1042,specialty fat
order1042,seasonal products
order1042,rolls
order1042,dishes
order1042,mustard
order1042,napkins
order1042,cheese
order1042,bakery
order1043,sausage
order1043,vegetable
order1043,salty snack
order1043,fruit
order1043,milk
order1043,frankfurter
order1043,mustard
order1043,cheese
order1044,fruit
order1044,milk
order1044,sugar
order1044,cake bar
order1044,napkins
order1044,cheese
order1044,bakery
order1045,fruit
order1045,milk
order1045,sugar
order1045,bread
order1045,newspapers
order1045,juice
order1045,margarine
order1046,vegetable
order1046,rolls
order1046,eggs
order1046,frankfurter
order1046,cosmetics
order1046,napkins
order1046,cheese
order1046,whipped/sour cream
order1047,sausage
order1047,yogurt
order1047,berries
order1047,frankfurter
order1047,eggs
order1047,butter
order1047,shopping bags
order1047,cheese
order1047,margarine
order1047,whipped/sour cream
order1048,sausage
order1048,vegetable
order1048,milk
order1048,frozen meals
order1048,rolls
order1048,eggs
order1048,cake bar
order1048,juice
order1049,vegetable
order1049,milk
order1049,cheese
order1049,liver loaf
order1049,soda
order1049,flower (seeds)
order1049,onions
order1050,vegetable
order1050,Instant food products
order1050,yogurt
order1050,fruit
order1050,milk
order1050,beer
order1050,specialty bar
order1050,butter
order1050,bread
order1050,soda
order1050,cheese
order1050,tea
order1050,whipped/sour cream
order1050,meat
order1051,vegetable
order1051,milk
order1051,honey
order1051,dishes
order1051,canned fish
order1051,frozen fish
order1051,Instant food products
order1052,vegetable
order1052,detergent
order1052,dessert
order1052,pork
order1052,chocolate
order1052,fruit
order1052,pasta
order1052,softener
order1052,margarine
order1053,cling film/bags
order1053,dessert
order1053,chocolate
order1053,milk
order1053,house keeping products
order1053,misc. beverages
order1053,newspapers
order1053,curd
order1054,vegetable
order1054,oil
order1054,dessert
order1054,seasonal products
order1054,milk
order1054,soda
order1054,coffee
order1054,juice
order1054,cheese
order1055,oil
order1055,dessert
order1055,milk
order1055,rolls
order1055,spices
order1055,cake bar
order1055,shopping bags
order1055,soda
order1055,napkins
order1055,sauces
order1055,curd
order1055,meat
order1056,vegetable
order1056,finished products
order1056,rolls
order1056,wine
order1056,bread
order1056,soda
order1056,meat
order1057,vegetable
order1057,oil
order1057,milk
order1057,sugar
order1057,beer
order1057,cream
order1057,cosmetics
order1057,baking powder
order1057,meat
order1058,photo/film
order1058,milk
order1058,rolls
order1058,popcorn
order1058,bread
order1058,chicken
order1058,juice
order1058,whipped/sour cream
order1059,vegetable
order1059,yogurt
order1059,chocolate
order1059,milk
order1059,sugar
order1059,rolls
order1059,misc. beverages
order1059,bread
order1059,soda
order1059,shopping bags
order1059,mustard
order1059,canned fish
order1059,bakery
order1060,yogurt
order1060,chocolate
order1060,fruit
order1060,berries
order1060,shopping bags
order1060,soda
order1060,bottled water
order1060,juice
order1060,specialty bar
order1061,sausage
order1061,vegetable
order1061,pork
order1061,bread
order1061,soda
order1061,cheese
order1061,waffles
order1062,fruit
order1062,candles
order1062,flower (seeds)
order1062,juice
order1062,baking powder
order1062,waffles
order1062,specialty bar
order1063,sausage
order1063,chocolate
order1063,ham
order1063,soda
order1063,coffee
order1063,cheese
order1063,bakery
order1064,vegetable
order1064,milk
order1064,cake bar
order1064,shopping bags
order1064,bread
order1064,bottled water
order1064,margarine
order1065,vegetable
order1065,pork
order1065,milk
order1065,beer
order1065,frankfurter
order1065,butter
order1065,pet care
order1065,cosmetics
order1065,bread
order1065,newspapers
order1065,waffles
order1066,pork
order1066,fruit
order1066,beer
order1066,soda
order1066,napkins
order1066,cheese
order1066,margarine
order1067,ice cream
order1067,milk
order1067,cosmetics
order1067,shopping bags
order1067,coffee
order1067,juice
order1067,bottled water
order1068,vegetable
order1068,fruit
order1068,milk
order1068,sugar
order1068,bread
order1068,sauces
order1068,margarine
order1068,waffles
order1069,vegetable
order1069,beverages
order1069,fruit
order1069,milk
order1069,frozen meals
order1069,frankfurter
order1069,shopping bags
order1069,bread
order1070,sausage
order1070,sugar
order1070,rolls
order1070,wine
order1070,cosmetics
order1070,soda
order1070,bottled water
order1070,juice
order1071,yogurt
order1071,chocolate
order1071,fruit
order1071,cat food
order1071,bread
order1071,bottled water
order1071,napkins
order1071,meat
order1072,vegetable
order1072,milk
order1072,bread
order1072,soda
order1072,juice
order1072,pastry
order1072,specialty bar
order1073,sausage
order1073,vegetable
order1073,dessert
order1073,yogurt
order1073,milk
order1073,shopping bags
order1073,bottled water
order1073,juice
order1073,cheese
order1074,oil
order1074,brandy
order1074,salty snack
order1074,beer
order1074,misc. beverages
order1074,cosmetics
order1074,soda
order1074,shopping bags
order1074,candy
order1075,vegetable
order1075,detergent
order1075,fruit
order1075,milk
order1075,popcorn
order1075,chewing gum
order1075,shopping bags
order1075,newspapers
order1075,coffee
order1076,dessert
order1076,yogurt
order1076,milk
order1076,soda
order1076,bottled water
order1076,pastry
order1076,margarine
order1077,vegetable
order1077,yogurt
order1077,milk
order1077,rolls
order1077,beef
order1077,frankfurter
order1077,fish
order1077,butter
order1077,roll products
order1078,sausage
order1078,dessert
order1078,rolls
order1078,beer
order1078,instant coffee
order1078,soda
order1078,meat
order1079,vegetable
order1079,sugar
order1079,rolls
order1079,beef
order1079,wine
order1079,cosmetics
order1079,newspapers
order1079,meat
order1080,vegetable
order1080,oil
order1080,yogurt
order1080,milk
order1080,rolls
order1080,frankfurter
order1080,shopping bags
order1080,newspapers
order1080,coffee
order1080,mustard
order1080,onions
order1080,canned fish
order1080,meat
order1081,sausage
order1081,nut snack
order1081,fruit
order1081,frankfurter
order1081,bread
order1081,bottled water
order1081,meat
order1082,sausage
order1082,vegetable
order1082,yogurt
order1082,milk
order1082,rolls
order1082,frankfurter
order1082,newspapers
order1082,cheese
order1082,pastry
order1083,vegetable
order1083,yogurt
order1083,fruit
order1083,beef
order1083,bread
order1083,newspapers
order1083,napkins
order1083,whipped/sour cream
order1084,vegetable
order1084,salty snack
order1084,fruit
order1084,rolls
order1084,frankfurter
order1084,soda
order1084,bottled water
order1084,juice
order1084,waffles
order1085,vegetable
order1085,finished products
order1085,turkey
order1085,yogurt
order1085,milk
order1085,cheese
order1085,grapes
order1085,juice
order1085,napkins
order1085,onions
order1085,whipped/sour cream
order1086,vegetable
order1086,pork
order1086,fruit
order1086,milk
order1086,beef
order1086,newspapers
order1086,rice
order1087,vegetable
order1087,yogurt
order1087,pork
order1087,fruit
order1087,rolls
order1087,spices
order1087,margarine
order1088,sausage
order1088,rolls
order1088,beer
order1088,shopping bags
order1088,bread
order1088,soda
order1088,meat
order1089,rolls
order1089,popcorn
order1089,pasta
order1089,cheese
order1089,canned fish
order1089,whipped/sour cream
order1089,meat
order1090,vegetable
order1090,oil
order1090,dessert
order1090,milk
order1090,frankfurter
order1090,cake bar
order1090,chicken
order1090,meat
order1091,vegetable
order1091,fruit
order1091,milk
order1091,seasonal products
order1091,rolls
order1091,napkins
order1091,cheese
order1092,vegetable
order1092,pork
order1092,milk
order1092,sugar
order1092,rolls
order1092,cake bar
order1092,bread
order1092,skin care
order1092,juice
order1092,specialty bar
order1093,dessert
order1093,rolls
order1093,beer
order1093,bread
order1093,soda
order1093,newspapers
order1093,cheese
order1094,vegetable
order1094,yogurt
order1094,chocolate
order1094,fruit
order1094,milk
order1094,eggs
order1094,butter
order1094,bread
order1094,coffee
order1094,cheese
order1094,margarine
order1094,waffles
order1094,specialty bar
order1095,chocolate
order1095,rolls
order1095,ham
order1095,beer
order1095,specialty bar
order1095,bread
order1095,juice
order1095,cheese
order1095,waffles
order1095,bakery
order1096,sausage
order1096,yogurt
order1096,milk
order1096,juice
order1096,pastry
order1096,candy
order1096,whipped/sour cream
order1097,sausage
order1097,vegetable
order1097,fruit
order1097,milk
order1097,chewing gum
order1097,bread
order1097,onions
order1098,vegetable
order1098,yogurt
order1098,fruit
order1098,milk
order1098,rolls
order1098,ham
order1098,flour
order1098,cosmetics
order1098,shopping bags
order1098,cheese
order1098,margarine
order1099,vegetable
order1099,fruit
order1099,sugar
order1099,milk
order1099,popcorn
order1099,frankfurter
order1099,mustard
order1100,vegetable
order1100,milk
order1100,sugar
order1100,eggs
order1100,frankfurter
order1100,bread
order1100,tidbits
order1100,meat
order1101,vegetable
order1101,Instant food products
order1101,dessert
order1101,yogurt
order1101,frozen meals
order1101,beef
order1101,house keeping products
order1101,butter
order1101,soda
order1101,newspapers
order1101,napkins
order1101,cheese
order1101,pastry
order1101,curd
order1101,meat
order1102,vegetable
order1102,Instant food products
order1102,photo/film
order1102,yogurt
order1102,fruit
order1102,milk
order1102,butter
order1102,female sanitary products
order1102,syrup
order1102,bottled water
order1102,baking powder
order1102,rice
order1102,cheese
order1102,meat
order1103,fruit
order1103,milk
order1103,rolls
order1103,eggs
order1103,pet care
order1103,cosmetics
order1103,bottled water
order1104,vegetable
order1104,detergent
order1104,frozen dessert
order1104,bread
order1104,candy
order1104,margarine
order1104,bakery
order1105,vegetable
order1105,yogurt
order1105,fruit
order1105,milk
order1105,wine
order1105,shopping bags
order1105,herbs
order1105,juice
order1105,baking powder
order1105,whipped/sour cream
order1105,bakery
order1106,frozen meals
order1106,beer
order1106,eggs
order1106,fish
order1106,liquor (appetizer)
order1106,newspapers
order1106,dishes
order1107,cling film/bags
order1107,kitchen towels
order1107,salty snack
order1107,fruit
order1107,milk
order1107,frozen meals
order1107,beer
order1107,shopping bags
order1107,coffee
order1107,canned fish
order1107,meat
order1108,cheese
order1108,beer
order1108,ham
order1108,cosmetics
order1108,shopping bags
order1108,onions
order1108,whipped/sour cream
order1109,vegetable
order1109,fruit
order1109,milk
order1109,frozen meals
order1109,frankfurter
order1109,butter
order1109,juice
order1110,vegetable
order1110,fruit
order1110,milk
order1110,beer
order1110,mayonnaise
order1110,misc. beverages
order1110,bread
order1110,soda
order1110,canned fish
order1110,dental care
order1111,sugar
order1111,cat food
order1111,shopping bags
order1111,bread
order1111,soda
order1111,juice
order1111,cheese
order1111,candy
order1112,vegetable
order1112,detergent
order1112,chocolate
order1112,rolls
order1112,frankfurter
order1112,wine
order1112,bread
order1112,soda
order1113,dessert
order1113,beverages
order1113,fruit
order1113,eggs
order1113,frankfurter
order1113,jam
order1113,flour
order1113,margarine
order1113,Instant food products
order1114,sausage
order1114,fruit
order1114,beer
order1114,cake bar
order1114,shopping bags
order1114,soda
order1114,curd
order1115,sausage
order1115,vegetable
order1115,fruit
order1115,cheese
order1115,ham
order1115,shopping bags
order1115,bread
order1115,bottled water
order1115,onions
order1116,vegetable
order1116,yogurt
order1116,milk
order1116,chewing gum
order1116,frankfurter
order1116,wine
order1116,shopping bags
order1116,soda
order1116,coffee
order1116,juice
order1117,sausage
order1117,oil
order1117,brandy
order1117,milk
order1117,beer
order1117,shopping bags
order1117,bread
order1118,vegetable
order1118,yogurt
order1118,kitchen towels
order1118,fruit
order1118,milk
order1118,rolls
order1118,frankfurter
order1118,newspapers
order1118,whipped/sour cream
order1118,meat
order1119,vegetable
order1119,milk
order1119,sugar
order1119,rolls
order1119,soda
order1119,soap
order1119,cereals
order1120,vegetable
order1120,yogurt
order1120,salty snack
order1120,fruit
order1120,milk
order1120,frozen meals
order1120,beer
order1120,bakery
order1120,newspapers
order1120,juice
order1120,pastry
order1120,curd
order1120,meat
order1121,vegetable
order1121,yogurt
order1121,fruit
order1121,milk
order1121,frozen meals
order1121,ham
order1121,frankfurter
order1121,grapes
order1121,bread
order1121,cheese
order1121,frozen fish
order1122,vegetable
order1122,dessert
order1122,yogurt
order1122,fruit
order1122,rolls
order1122,bread
order1122,juice
order1122,cheese
order1123,vegetable
order1123,yogurt
order1123,fruit
order1123,milk
order1123,cake bar
order1123,butter
order1123,bread
order1123,coffee
order1123,cereals
order1123,cheese
order1123,margarine
order1123,curd
order1124,vegetable
order1124,ice cream
order1124,fruit
order1124,milk
order1124,shopping bags
order1124,bottled water
order1124,cheese
order1125,vegetable
order1125,dessert
order1125,fruit
order1125,milk
order1125,frankfurter
order1125,cosmetics
order1125,bread
order1125,cheese
order1125,pastry
order1126,vegetable
order1126,ice cream
order1126,salty snack
order1126,fruit
order1126,milk
order1126,pasta
order1126,soda
order1127,chocolate
order1127,milk
order1127,cat food
order1127,pet care
order1127,misc. beverages
order1127,soda
order1127,coffee
order1128,chocolate
order1128,milk
order1128,cake bar
order1128,shopping bags
order1128,soda
order1128,cheese
order1128,specialty bar
order1129,sausage
order1129,vegetable
order1129,fruit
order1129,juice
order1129,cheese
order1129,waffles
order1129,bakery
order1130,vegetable
order1130,pork
order1130,chocolate
order1130,milk
order1130,wine
order1130,roll products
order1130,bread
order1130,dental care
order1131,sausage
order1131,vegetable
order1131,milk
order1131,bread
order1131,chicken
order1131,whipped/sour cream
order1131,meat
order1132,salty snack
order1132,fruit
order1132,milk
order1132,beer
order1132,cat food
order1132,pet care
order1132,shopping bags
order1132,pasta
order1132,bottled water
order1132,baking powder
order1132,cheese
order1132,sauces
order1133,yogurt
order1133,chocolate
order1133,milk
order1133,rolls
order1133,eggs
order1133,specialty bar
order1133,juice
order1133,bakery
order1134,sausage
order1134,yogurt
order1134,fruit
order1134,frozen meals
order1134,beer
order1134,cat food
order1134,soda
order1134,bottled water
order1134,waffles
order1135,vegetable
order1135,fruit
order1135,milk
order1135,butter
order1135,cosmetics
order1135,napkins
order1135,cheese
order1135,pastry
order1135,whipped/sour cream
order1136,vegetable
order1136,oil
order1136,yogurt
order1136,fruit
order1136,milk
order1136,bathroom cleaner
order1136,rice
order1137,vegetable
order1137,yogurt
order1137,pork
order1137,milk
order1137,beef
order1137,juice
order1137,margarine
order1138,vegetable
order1138,dessert
order1138,beer
order1138,popcorn
order1138,mayonnaise
order1138,salt
order1138,bread
order1138,bottled water
order1138,juice
order1138,onions
order1138,canned fish
order1139,ice cream
order1139,chocolate
order1139,rolls
order1139,butter
order1139,soda
order1139,cheese
order1139,bakery
order1140,sausage
order1140,vegetable
order1140,fruit
order1140,milk
order1140,beef
order1140,eggs
order1140,roll products
order1140,butter
order1140,bakery
order1140,herbs
order1140,coffee
order1140,chicken
order1140,waffles
order1140,meat
order1141,sausage
order1141,vegetable
order1141,cheese
order1141,berries
order1141,frozen meals
order1141,mayonnaise
order1141,eggs
order1141,rolls
order1141,shopping bags
order1141,mustard
order1141,onions
order1141,canned fish
order1141,meat
order1142,sausage
order1142,dessert
order1142,yogurt
order1142,milk
order1142,dental care
order1142,cosmetics
order1142,bread
order1142,curd
order1142,meat
order1143,dessert
order1143,fruit
order1143,milk
order1143,beer
order1143,liquor
order1143,soda
order1143,newspapers
order1143,chicken
order1143,margarine
order1144,yogurt
order1144,chocolate
order1144,fruit
order1144,seasonal products
order1144,cookware
order1144,shopping bags
order1144,coffee
order1144,cheese
order1144,meat
order1145,vegetable
order1145,milk
order1145,berries
order1145,specialty bar
order1145,soda
order1145,newspapers
order1145,cheese
order1145,waffles
order1145,meat
order1146,dessert
order1146,cosmetics
order1146,bread
order1146,soda
order1146,shopping bags
order1146,cheese
order1146,pastry
order1146,bakery
order1147,vegetable
order1147,detergent
order1147,salty snack
order1147,fruit
order1147,milk
order1147,wine
order1147,misc. beverages
order1147,shopping bags
order1147,juice
order1147,onions
order1147,whipped/sour cream
order1148,sausage
order1148,vegetable
order1148,detergent
order1148,pork
order1148,fruit
order1148,milk
order1148,beef
order1148,roll products
order1148,house keeping products
order1148,cosmetics
order1148,bottled water
order1148,napkins
order1148,whipped/sour cream
order1149,vegetable
order1149,fruit
order1149,milk
order1149,eggs
order1149,jam
order1149,dishes
order1149,frozen fish
order1149,curd
order1150,dessert
order1150,milk
order1150,rolls
order1150,ham
order1150,misc. beverages
order1150,skin care
order1150,waffles
order1151,sausage
order1151,vegetable
order1151,fruit
order1151,milk
order1151,rolls
order1151,bottled water
order1151,cheese
order1151,margarine
order1152,vegetable
order1152,chocolate
order1152,seasonal products
order1152,milk
order1152,soups
order1152,eggs
order1152,cat food
order1152,wine
order1152,misc. beverages
order1152,pasta
order1152,soda
order1152,coffee
order1152,bottled water
order1152,female sanitary products
order1152,newspapers
order1152,margarine
order1152,specialty bar
order1153,detergent
order1153,yogurt
order1153,fruit
order1153,milk
order1153,beef
order1153,butter
order1153,bread
order1153,curd
order1154,vegetable
order1154,pork
order1154,milk
order1154,rolls
order1154,cheese
order1154,pastry
order1154,frozen fish
order1155,vegetable
order1155,yogurt
order1155,salty snack
order1155,fruit
order1155,milk
order1155,kitchen towels
order1155,newspapers
order1155,bottled water
order1155,tea
order1155,curd
order1156,beverages
order1156,salty snack
order1156,fruit
order1156,milk
order1156,soda
order1156,newspapers
order1156,specialty bar
order1157,vegetable
order1157,chocolate
order1157,salty snack
order1157,waffles
order1157,milk
order1157,mayonnaise
order1157,frankfurter
order1157,roll products
order1157,grapes
order1157,bread
order1157,sauces
order1157,whipped/sour cream
order1157,meat
order1158,vegetable
order1158,fruit
order1158,cheese
order1158,bread
order1158,soda
order1158,bottled water
order1158,onions
order1158,whipped/sour cream
order1158,curd
order1159,vegetable
order1159,yogurt
order1159,butter
order1159,liver loaf
order1159,baking powder
order1159,bathroom cleaner
order1159,cheese
order1159,margarine
order1159,whipped/sour cream
order1159,bakery
order1160,vegetable
order1160,fruit
order1160,milk
order1160,berries
order1160,butter
order1160,soda
order1160,bottled water
order1161,sausage
order1161,vegetable
order1161,milk
order1161,rolls
order1161,mayonnaise
order1161,shopping bags
order1161,bottled water
order1161,cheese
order1161,pastry
order1162,frozen dessert
order1162,yogurt
order1162,rolls
order1162,soda
order1162,juice
order1162,napkins
order1162,pastry
order1163,vegetable
order1163,yogurt
order1163,fruit
order1163,milk
order1163,sugar
order1163,rolls
order1163,bottled water
order1163,margarine
order1163,whipped/sour cream
order1163,Instant food products
order1164,chocolate
order1164,rolls
order1164,rum
order1164,wine
order1164,bottled water
order1164,margarine
order1164,waffles
order1164,bakery
order1165,vegetable
order1165,salty snack
order1165,beef
order1165,eggs
order1165,frankfurter
order1165,shopping bags
order1165,baking powder
order1165,cheese
order1166,oil
order1166,dessert
order1166,dish cleaner
order1166,beverages
order1166,herbs
order1166,soda
order1166,chicken
order1166,meat
order1167,vegetable
order1167,cling film/bags
order1167,fruit
order1167,berries
order1167,rolls
order1167,beef
order1167,wine
order1167,bread
order1167,napkins
order1167,baking powder
order1167,meat
order1168,sausage
order1168,vegetable
order1168,chocolate
order1168,fruit
order1168,milk
order1168,rolls
order1168,ham
order1168,beer
order1168,cat food
order1168,butter
order1168,cereals
order1168,juice
order1168,napkins
order1168,rice
order1168,cheese
order1168,margarine
order1169,sausage
order1169,vegetable
order1169,dessert
order1169,yogurt
order1169,milk
order1169,rolls
order1169,bread
order1169,cheese
order1169,pastry
order1169,specialty bar
order1170,vegetable
order1170,dessert
order1170,yogurt
order1170,fruit
order1170,milk
order1170,zwieback
order1170,waffles
order1170,spices
order1170,frozen fish
order1171,sausage
order1171,rolls
order1171,ham
order1171,mustard
order1171,cheese
order1171,margarine
order1171,frozen fish
order1172,vegetable
order1172,ice cream
order1172,yogurt
order1172,milk
order1172,bread
order1172,soda
order1172,newspapers
order1172,pastry
order1173,vegetable
order1173,dessert
order1173,yogurt
order1173,fruit
order1173,milk
order1173,mayonnaise
order1173,eggs
order1173,spices
order1173,juice
order1173,cheese
order1173,candy
order1174,vegetable
order1174,potted plants
order1174,milk
order1174,rolls
order1174,beer
order1174,beef
order1174,butter
order1174,herbs
order1174,bread
order1174,bakery
order1175,sausage
order1175,vegetable
order1175,milk
order1175,rolls
order1175,eggs
order1175,house keeping products
order1175,chicken
order1175,whipped/sour cream
order1176,vegetable
order1176,detergent
order1176,fruit
order1176,beef
order1176,newspapers
order1176,chicken
order1176,bottled water
order1176,cheese
order1177,beverages
order1177,salty snack
order1177,fruit
order1177,milk
order1177,chewing gum
order1177,shopping bags
order1177,newspapers
order1177,juice
order1177,bottled water
order1177,napkins
order1178,vegetable
order1178,detergent
order1178,fruit
order1178,milk
order1178,beer
order1178,beef
order1178,cheese
order1179,vegetable
order1179,yogurt
order1179,chocolate
order1179,milk
order1179,beer
order1179,bread
order1179,flower (seeds)
order1179,pastry
order1179,meat
order1180,vegetable
order1180,fruit
order1180,rolls
order1180,wine
order1180,bread
order1180,soda
order1180,newspapers
order1181,vegetable
order1181,turkey
order1181,fruit
order1181,butter
order1181,ketchup
order1181,juice
order1181,napkins
order1181,cheese
order1181,candy
order1181,whipped/sour cream
order1182,ice cream
order1182,kitchen towels
order1182,salty snack
order1182,milk
order1182,sauces
order1182,tidbits
order1182,frozen fish
order1182,meat
order1183,vegetable
order1183,yogurt
order1183,milk
order1183,beer
order1183,frankfurter
order1183,coffee
order1183,bottled water
order1184,vegetable
order1184,turkey
order1184,pork
order1184,rolls
order1184,beef
order1184,herbs
order1184,rice
order1184,cheese
order1185,vegetable
order1185,fruit
order1185,milk
order1185,frozen meals
order1185,spices
order1185,cosmetics
order1185,bread
order1185,juice
order1185,curd
order1186,vegetable
order1186,detergent
order1186,seasonal products
order1186,milk
order1186,eggs
order1186,butter
order1186,candy
order1186,waffles
order1187,vegetable
order1187,yogurt
order1187,milk
order1187,flour
order1187,shopping bags
order1187,whipped/sour cream
order1187,bakery
order1188,beverages
order1188,yogurt
order1188,chocolate
order1188,rolls
order1188,eggs
order1188,soda
order1188,napkins
order1188,pastry
order1188,bakery
order1189,pork
order1189,milk
order1189,eggs
order1189,butter
order1189,ready soups
order1189,newspapers
order1189,margarine
order1190,Instant food products
order1190,dish cleaner
order1190,milk
order1190,rolls
order1190,mayonnaise
order1190,frankfurter
order1190,ketchup
order1190,shopping bags
order1190,soda
order1190,mustard
order1190,pastry
order1190,dental care
order1190,meat
order1191,vegetable
order1191,ice cream
order1191,yogurt
order1191,cheese
order1191,frozen meals
order1191,ham
order1191,newspapers
order1191,chicken
order1191,onions
order1191,whipped/sour cream
order1192,vegetable
order1192,chocolate
order1192,fruit
order1192,seasonal products
order1192,liquor
order1192,shopping bags
order1192,coffee
order1192,flower (seeds)
order1192,candy
order1193,vegetable
order1193,detergent
order1193,pork
order1193,yogurt
order1193,fruit
order1193,zwieback
order1193,waffles
order1193,chocolate
order1193,frankfurter
order1193,flour
order1193,bread
order1193,soda
order1193,chicken
order1193,bottled water
order1193,napkins
order1193,vinegar
order1193,margarine
order1193,whipped/sour cream
order1194,vegetable
order1194,dessert
order1194,yogurt
order1194,fruit
order1194,milk
order1194,newspapers
order1194,chicken
order1194,pastry
order1195,vegetable
order1195,yogurt
order1195,fruit
order1195,milk
order1195,rolls
order1195,frankfurter
order1195,bread
order1195,canned fish
order1195,tea
order1195,whipped/sour cream
order1196,vegetable
order1196,yogurt
order1196,waffles
order1196,milk
order1196,cheese
order1196,rolls
order1196,whipped/sour cream
order1196,frozen fish
order1196,onions
order1196,curd
order1197,vegetable
order1197,yogurt
order1197,milk
order1197,beef
order1197,cat food
order1197,napkins
order1197,cheese
order1197,whipped/sour cream
order1198,yogurt
order1198,fruit
order1198,zwieback
order1198,ham
order1198,frankfurter
order1198,juice
order1198,cheese
order1198,margarine
order1198,frozen fish
order1199,detergent
order1199,potted plants
order1199,milk
order1199,beer
order1199,frankfurter
order1199,bread
order1199,margarine
order1200,waffles
order1200,milk
order1200,frankfurter
order1200,coffee
order1200,napkins
order1200,cheese
